GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0050870	positive regulation of T cell activation	0.010172768967513771	0.010172768967513771	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003444,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000001859,ENSMLUG00000007782
GO:0042089	cytokine biosynthetic process	0.010432267667991164	0.010432267667991164	+1	ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000003969,ENSMLUG00000007417,ENSMLUG00000016841,ENSMLUG00000005737,ENSMLUG00000016412,ENSMLUG00000017391,ENSMLUG00000016718,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000011739,ENSMLUG00000016545
GO:0002763	positive regulation of myeloid leukocyte differentiation	0.010571551958164208	0.010571551958164208	+1	ENSMLUG00000006366,ENSMLUG00000003969,ENSMLUG00000007751,ENSMLUG00000006778,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000005802,ENSMLUG00000003729
GO:0042119	neutrophil activation	0.011423667827047165	0.011423667827047165	+1	ENSMLUG00000016603,ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000004581,ENSMLUG00000016013
GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.011925446299014866	0.011925446299014866	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000003969,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000013014,ENSMLUG00000016718,ENSMLUG00000001028
GO:0002726	positive regulation of T cell cytokine production	0.012234391256945384	0.012234391256945384	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000016598
GO:0042107	cytokine metabolic process	0.012855614396295081	0.012855614396295081	+1	ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000003969,ENSMLUG00000007417,ENSMLUG00000016841,ENSMLUG00000005737,ENSMLUG00000016412,ENSMLUG00000017391,ENSMLUG00000016718,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000011739,ENSMLUG00000016545
GO:0038094	Fc-gamma receptor signaling pathway	0.01596156202367632	0.01596156202367632	+1	ENSMLUG00000027823,ENSMLUG00000011581,ENSMLUG00000004581
GO:0036230	granulocyte activation	0.016104038901107235	0.016104038901107235	+1	ENSMLUG00000016603,ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000004581,ENSMLUG00000016013,ENSMLUG00000016718
GO:0042035	regulation of cytokine biosynthetic process	0.0163759148529784	0.0163759148529784	+1	ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000003969,ENSMLUG00000007417,ENSMLUG00000016841,ENSMLUG00000016412,ENSMLUG00000017391,ENSMLUG00000016718,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000011739,ENSMLUG00000016545
GO:0032695	negative regulation of interleukin-12 production	0.018466582629822096	0.018466582629822096	+1	ENSMLUG00000012745,ENSMLUG00000009793,ENSMLUG00000002533,ENSMLUG00000016412,ENSMLUG00000017172
GO:0030852	regulation of granulocyte differentiation	0.01851124072920977	0.01851124072920977	+1	ENSMLUG00000006366,ENSMLUG00000007751,ENSMLUG00000017391,ENSMLUG00000005802,ENSMLUG00000007782
GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	0.018515873246354553	0.018515873246354553	+1	ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000007782,ENSMLUG00000017089
GO:0050729	positive regulation of inflammatory response	0.018951931957623958	0.018951931957623958	+1	ENSMLUG00000012387,ENSMLUG00000003969,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000002912,ENSMLUG00000015855,ENSMLUG00000008204,ENSMLUG00000015097,ENSMLUG00000016718,ENSMLUG00000012813
GO:1901222	regulation of NIK/NF-kappaB signaling	0.02012491809520098	0.02012491809520098	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000016598,ENSMLUG00000009243,ENSMLUG00000007417
GO:0045055	regulated exocytosis	0.02224742114463269	0.02224742114463269	+1	ENSMLUG00000003153,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000016505,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000009147,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000016718,ENSMLUG00000011728,ENSMLUG00000013590
GO:0002673	regulation of acute inflammatory response	0.023280471595903397	0.023280471595903397	+1	ENSMLUG00000012387,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000004581,ENSMLUG00000015855,ENSMLUG00000008204
GO:0050766	positive regulation of phagocytosis	0.025979984421413322	0.025979984421413322	+1	ENSMLUG00000009941,ENSMLUG00000003969,ENSMLUG00000009147,ENSMLUG00000012968,ENSMLUG00000004581
GO:0038061	NIK/NF-kappaB signaling	0.026537388343708036	0.026537388343708036	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000016598,ENSMLUG00000009243,ENSMLUG00000007417,ENSMLUG00000010517,ENSMLUG00000012813,ENSMLUG00000028983,ENSMLUG00000006287,ENSMLUG00000013462
GO:0070665	positive regulation of leukocyte proliferation	0.026888948359664232	0.026888948359664232	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000003444,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000014860,ENSMLUG00000027885,ENSMLUG00000015855
GO:0032655	regulation of interleukin-12 production	0.030582008602209602	0.030582008602209602	+1	ENSMLUG00000012745,ENSMLUG00000009793,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000002533,ENSMLUG00000016412,ENSMLUG00000017172,ENSMLUG00000005967,ENSMLUG00000016545
GO:0032722	positive regulation of chemokine production	0.031108060323469744	0.031108060323469744	+1	ENSMLUG00000012387,ENSMLUG00000009941,ENSMLUG00000003969,ENSMLUG00000007417,ENSMLUG00000016841,ENSMLUG00000015855,ENSMLUG00000012813
GO:0035743	CD4-positive, alpha-beta T cell cytokine production	0.031243260937382444	0.031243260937382444	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000014375,ENSMLUG00000016598
GO:0046634	regulation of alpha-beta T cell activation	0.03177648419204925	0.03177648419204925	+1	ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000027885,ENSMLUG00000016718,ENSMLUG00000007782,ENSMLUG00000017089,ENSMLUG00000016545
GO:0002675	positive regulation of acute inflammatory response	0.03186748448784474	0.03186748448784474	+1	ENSMLUG00000012387,ENSMLUG00000003969,ENSMLUG00000004581,ENSMLUG00000015855,ENSMLUG00000008204
GO:0002695	negative regulation of leukocyte activation	0.032166830063257205	0.032166830063257205	+1	ENSMLUG00000002828,ENSMLUG00000007430,ENSMLUG00000005115,ENSMLUG00000015999,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000017391,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000010167,ENSMLUG00000001028,ENSMLUG00000011543,ENSMLUG00000002060,ENSMLUG00000026018,ENSMLUG00000016545,ENSMLUG00000013098
GO:0032649	regulation of interferon-gamma production	0.0332433906629692	0.0332433906629692	+1	ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000001974,ENSMLUG00000003969,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000013014,ENSMLUG00000016718,ENSMLUG00000007782
GO:0002825	regulation of T-helper 1 type immune response	0.03624104492059186	0.03624104492059186	+1	ENSMLUG00000009941,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000013014,ENSMLUG00000016718
GO:0002827	positive regulation of T-helper 1 type immune response	0.03624104492059186	0.03624104492059186	+1	ENSMLUG00000009941,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000013014,ENSMLUG00000016718
GO:0050830	defense response to Gram-positive bacterium	0.03657756085483914	0.03657756085483914	+1	ENSMLUG00000012920,ENSMLUG00000014375,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000013014,ENSMLUG00000012813,ENSMLUG00000026303
GO:0001906	cell killing	0.03780503825124495	0.03780503825124495	+1	ENSMLUG00000016603,ENSMLUG00000012920,ENSMLUG00000003444,ENSMLUG00000000153,ENSMLUG00000009147,ENSMLUG00000006778,ENSMLUG00000007164,ENSMLUG00000022206,ENSMLUG00000002533
GO:0050764	regulation of phagocytosis	0.03866078302681229	0.03866078302681229	+1	ENSMLUG00000009941,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000009147,ENSMLUG00000012968,ENSMLUG00000004581
GO:0042108	positive regulation of cytokine biosynthetic process	0.04104554090219093	0.04104554090219093	+1	ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000003969,ENSMLUG00000007417,ENSMLUG00000016841,ENSMLUG00000016412,ENSMLUG00000016718,ENSMLUG00000011739,ENSMLUG00000016545
GO:0032615	interleukin-12 production	0.04104554090219093	0.04104554090219093	+1	ENSMLUG00000012745,ENSMLUG00000009793,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000002533,ENSMLUG00000016412,ENSMLUG00000017172,ENSMLUG00000005967,ENSMLUG00000016545
GO:0032642	regulation of chemokine production	0.04105474704298707	0.04105474704298707	+1	ENSMLUG00000012387,ENSMLUG00000009941,ENSMLUG00000009793,ENSMLUG00000003969,ENSMLUG00000007417,ENSMLUG00000016841,ENSMLUG00000015855,ENSMLUG00000012813
GO:0042129	regulation of T cell proliferation	0.041132326204554016	0.041132326204554016	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000030037,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000002060,ENSMLUG00000008549,ENSMLUG00000016545,ENSMLUG00000013098
GO:0032720	negative regulation of tumor necrosis factor production	0.04606297570192865	0.04606297570192865	+1	ENSMLUG00000007430,ENSMLUG00000007417,ENSMLUG00000002533,ENSMLUG00000017172,ENSMLUG00000010167,ENSMLUG00000001028,ENSMLUG00000007782,ENSMLUG00000011543
