GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0035556	intracellular signal transduction	0.0000010545894391356391	0.0000010545894391356391	+1	ENSMLUG00000003450,ENSMLUG00000000290,ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000008836,ENSMLUG00000011360,ENSMLUG00000014393,ENSMLUG00000011096,ENSMLUG00000016644,ENSMLUG00000014375,ENSMLUG00000001781,ENSMLUG00000016008,ENSMLUG00000014580,ENSMLUG00000016505,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000024927,ENSMLUG00000017701,ENSMLUG00000005115,ENSMLUG00000028013,ENSMLUG00000016835,ENSMLUG00000007751,ENSMLUG00000009914,ENSMLUG00000011791,ENSMLUG00000016537,ENSMLUG00000002568,ENSMLUG00000000164,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000009243,ENSMLUG00000000899,ENSMLUG00000023668,ENSMLUG00000007417,ENSMLUG00000015999,ENSMLUG00000015190,ENSMLUG00000006872,ENSMLUG00000023986,ENSMLUG00000022371,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000006592,ENSMLUG00000028974,ENSMLUG00000003347,ENSMLUG00000012913,ENSMLUG00000027885,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000011914,ENSMLUG00000017621,ENSMLUG00000022764,ENSMLUG00000015855,ENSMLUG00000001338,ENSMLUG00000024725,ENSMLUG00000022206,ENSMLUG00000003661,ENSMLUG00000010517,ENSMLUG00000002533,ENSMLUG00000010249,ENSMLUG00000008221,ENSMLUG00000008204,ENSMLUG00000011541,ENSMLUG00000015037,ENSMLUG00000005373,ENSMLUG00000016412,ENSMLUG00000017391,ENSMLUG00000007111,ENSMLUG00000017172,ENSMLUG00000028171,ENSMLUG00000010039,ENSMLUG00000016819,ENSMLUG00000008026,ENSMLUG00000009425,ENSMLUG00000013543,ENSMLUG00000012813,ENSMLUG00000023678,ENSMLUG00000011369,ENSMLUG00000014870,ENSMLUG00000011066,ENSMLUG00000011842,ENSMLUG00000001028,ENSMLUG00000028380,ENSMLUG00000004478,ENSMLUG00000012289,ENSMLUG00000012675,ENSMLUG00000013470,ENSMLUG00000006385,ENSMLUG00000028983,ENSMLUG00000004708,ENSMLUG00000017070,ENSMLUG00000011079,ENSMLUG00000006287,ENSMLUG00000002948,ENSMLUG00000007834,ENSMLUG00000009419,ENSMLUG00000009174,ENSMLUG00000014356,ENSMLUG00000011543,ENSMLUG00000011563,ENSMLUG00000013991,ENSMLUG00000022840,ENSMLUG00000016681,ENSMLUG00000028282,ENSMLUG00000002942,ENSMLUG00000013557,ENSMLUG00000002060,ENSMLUG00000002266,ENSMLUG00000026018,ENSMLUG00000013462,ENSMLUG00000009772,ENSMLUG00000008348,ENSMLUG00000013225,ENSMLUG00000000952,ENSMLUG00000002737,ENSMLUG00000015048,ENSMLUG00000011799,ENSMLUG00000004572,ENSMLUG00000009718,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000030693,ENSMLUG00000013365,ENSMLUG00000004807,ENSMLUG00000015233,ENSMLUG00000001627,ENSMLUG00000013098,ENSMLUG00000014242,ENSMLUG00000012284,ENSMLUG00000003187,ENSMLUG00000004535,ENSMLUG00000009336,ENSMLUG00000007648,ENSMLUG00000007454,ENSMLUG00000006173,ENSMLUG00000017561,ENSMLUG00000006248,ENSMLUG00000027901,ENSMLUG00000012943,ENSMLUG00000006278,ENSMLUG00000015472,ENSMLUG00000014951,ENSMLUG00000010629,ENSMLUG00000001480,ENSMLUG00000008783
GO:0006954	inflammatory response	0.000001369453592014008	0.000001369453592014008	+1	ENSMLUG00000012387,ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000025115,ENSMLUG00000014375,ENSMLUG00000001353,ENSMLUG00000009793,ENSMLUG00000003969,ENSMLUG00000003847,ENSMLUG00000003911,ENSMLUG00000006023,ENSMLUG00000000164,ENSMLUG00000000600,ENSMLUG00000007417,ENSMLUG00000022258,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000008204,ENSMLUG00000016412,ENSMLUG00000007100,ENSMLUG00000015097,ENSMLUG00000016718,ENSMLUG00000012813,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000011842,ENSMLUG00000011543,ENSMLUG00000022840,ENSMLUG00000010038,ENSMLUG00000027388,ENSMLUG00000002942,ENSMLUG00000008863,ENSMLUG00000017089,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000004075
GO:0002286	T cell activation involved in immune response	0.0000022072270772054352	0.0000022072270772054352	+1	ENSMLUG00000027823,ENSMLUG00000014393,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000008325,ENSMLUG00000016598,ENSMLUG00000011999,ENSMLUG00000006778,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000000639,ENSMLUG00000012289,ENSMLUG00000007782
GO:0050867	positive regulation of cell activation	0.00000263181523656342	0.00000263181523656342	+1	ENSMLUG00000003450,ENSMLUG00000027823,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003153,ENSMLUG00000014580,ENSMLUG00000016505,ENSMLUG00000003444,ENSMLUG00000007430,ENSMLUG00000024927,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000016412,ENSMLUG00000017391,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000011728,ENSMLUG00000001859
GO:0032675	regulation of interleukin-6 production	0.000003277450428356676	0.000003277450428356676	+1	ENSMLUG00000012745,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000004581,ENSMLUG00000015855,ENSMLUG00000005737,ENSMLUG00000002533,ENSMLUG00000017391,ENSMLUG00000017172,ENSMLUG00000010039,ENSMLUG00000012813,ENSMLUG00000010167,ENSMLUG00000001028,ENSMLUG00000011543,ENSMLUG00000002060,ENSMLUG00000008863,ENSMLUG00000011739
GO:0002755	MyD88-dependent toll-like receptor signaling pathway	0.000003509675228363658	0.000003509675228363658	+1	ENSMLUG00000012745,ENSMLUG00000030769,ENSMLUG00000007417,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000016545
GO:0043547	positive regulation of GTPase activity	0.000004763117717167849	0.000004763117717167849	+1	ENSMLUG00000014137,ENSMLUG00000016644,ENSMLUG00000001781,ENSMLUG00000016835,ENSMLUG00000001022,ENSMLUG00000008775,ENSMLUG00000000153,ENSMLUG00000023668,ENSMLUG00000017009,ENSMLUG00000012968,ENSMLUG00000015190,ENSMLUG00000028974,ENSMLUG00000014257,ENSMLUG00000001338,ENSMLUG00000024725,ENSMLUG00000013263,ENSMLUG00000006849,ENSMLUG00000003661,ENSMLUG00000011541,ENSMLUG00000008745,ENSMLUG00000007111,ENSMLUG00000016819,ENSMLUG00000009425,ENSMLUG00000023678,ENSMLUG00000004478,ENSMLUG00000002968,ENSMLUG00000028983,ENSMLUG00000000196,ENSMLUG00000007834,ENSMLUG00000014356
GO:0044093	positive regulation of molecular function	0.000005072316773641399	0.000005072316773641399	+1	ENSMLUG00000016603,ENSMLUG00000000290,ENSMLUG00000009941,ENSMLUG00000015441,ENSMLUG00000014137,ENSMLUG00000016644,ENSMLUG00000014375,ENSMLUG00000001781,ENSMLUG00000009793,ENSMLUG00000014580,ENSMLUG00000016505,ENSMLUG00000003969,ENSMLUG00000024927,ENSMLUG00000016835,ENSMLUG00000007751,ENSMLUG00000001022,ENSMLUG00000008775,ENSMLUG00000002568,ENSMLUG00000006023,ENSMLUG00000011482,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000023668,ENSMLUG00000006778,ENSMLUG00000017009,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015190,ENSMLUG00000006872,ENSMLUG00000010659,ENSMLUG00000007164,ENSMLUG00000005038,ENSMLUG00000014860,ENSMLUG00000028974,ENSMLUG00000003347,ENSMLUG00000014257,ENSMLUG00000002912,ENSMLUG00000015855,ENSMLUG00000001338,ENSMLUG00000024725,ENSMLUG00000013263,ENSMLUG00000006849,ENSMLUG00000003661,ENSMLUG00000010517,ENSMLUG00000005737,ENSMLUG00000011541,ENSMLUG00000008745,ENSMLUG00000016412,ENSMLUG00000007111,ENSMLUG00000012359,ENSMLUG00000017172,ENSMLUG00000010039,ENSMLUG00000016819,ENSMLUG00000009425,ENSMLUG00000013543,ENSMLUG00000012813,ENSMLUG00000023678,ENSMLUG00000026303,ENSMLUG00000008593,ENSMLUG00000028380,ENSMLUG00000004478,ENSMLUG00000003491,ENSMLUG00000007063,ENSMLUG00000007782,ENSMLUG00000010197,ENSMLUG00000002968,ENSMLUG00000028983,ENSMLUG00000004708,ENSMLUG00000000196,ENSMLUG00000007834,ENSMLUG00000009419,ENSMLUG00000014356,ENSMLUG00000011563,ENSMLUG00000017679,ENSMLUG00000013462,ENSMLUG00000008348,ENSMLUG00000000952,ENSMLUG00000011799,ENSMLUG00000004572,ENSMLUG00000008749,ENSMLUG00000009718,ENSMLUG00000011739,ENSMLUG00000008549,ENSMLUG00000005967,ENSMLUG00000013365,ENSMLUG00000015233,ENSMLUG00000004202,ENSMLUG00000013098,ENSMLUG00000014034,ENSMLUG00000009336,ENSMLUG00000004106,ENSMLUG00000005936,ENSMLUG00000007990,ENSMLUG00000027901,ENSMLUG00000012943,ENSMLUG00000015472,ENSMLUG00000010629,ENSMLUG00000015997,ENSMLUG00000008783
GO:0043087	regulation of GTPase activity	0.000006919034437687345	0.000006919034437687345	+1	ENSMLUG00000014137,ENSMLUG00000016644,ENSMLUG00000001781,ENSMLUG00000016835,ENSMLUG00000001022,ENSMLUG00000008775,ENSMLUG00000000153,ENSMLUG00000023668,ENSMLUG00000017009,ENSMLUG00000012968,ENSMLUG00000015190,ENSMLUG00000028974,ENSMLUG00000014257,ENSMLUG00000027885,ENSMLUG00000001338,ENSMLUG00000024725,ENSMLUG00000013263,ENSMLUG00000006849,ENSMLUG00000003661,ENSMLUG00000011541,ENSMLUG00000008745,ENSMLUG00000007111,ENSMLUG00000016819,ENSMLUG00000009425,ENSMLUG00000023678,ENSMLUG00000004478,ENSMLUG00000006695,ENSMLUG00000002968,ENSMLUG00000028983,ENSMLUG00000000196,ENSMLUG00000007834,ENSMLUG00000014356,ENSMLUG00000007106,ENSMLUG00000029396,ENSMLUG00000009336,ENSMLUG00000004106,ENSMLUG00000005936,ENSMLUG00000027901,ENSMLUG00000012943,ENSMLUG00000010629,ENSMLUG00000015997
GO:0030595	leukocyte chemotaxis	0.0000070341112279466325	0.0000070341112279466325	+1	ENSMLUG00000012387,ENSMLUG00000003450,ENSMLUG00000011096,ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000016835,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000002912,ENSMLUG00000011419
GO:0043299	leukocyte degranulation	0.000007112754327273122	0.000007112754327273122	+1	ENSMLUG00000003153,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000016718,ENSMLUG00000011728
GO:0002274	myeloid leukocyte activation	0.000008784149963991597	0.000008784149963991597	+1	ENSMLUG00000016603,ENSMLUG00000027823,ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000000899,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000016013,ENSMLUG00000009455,ENSMLUG00000016412,ENSMLUG00000016718,ENSMLUG00000010167,ENSMLUG00000011728
GO:0006909	phagocytosis	0.000012614339164334746	0.000012614339164334746	+1	ENSMLUG00000009941,ENSMLUG00000015441,ENSMLUG00000014580,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000000153,ENSMLUG00000009147,ENSMLUG00000012968,ENSMLUG00000010659,ENSMLUG00000004581,ENSMLUG00000003661,ENSMLUG00000016412,ENSMLUG00000007189,ENSMLUG00000017618,ENSMLUG00000012304,ENSMLUG00000007782,ENSMLUG00000013160,ENSMLUG00000008863
GO:0002285	lymphocyte activation involved in immune response	0.000012633275874898434	0.000012633275874898434	+1	ENSMLUG00000027823,ENSMLUG00000014393,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000008325,ENSMLUG00000003444,ENSMLUG00000016598,ENSMLUG00000011999,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000000639,ENSMLUG00000013014,ENSMLUG00000013543,ENSMLUG00000012289,ENSMLUG00000007782
GO:0051345	positive regulation of hydrolase activity	0.000020075661387872234	0.000020075661387872234	+1	ENSMLUG00000014137,ENSMLUG00000016644,ENSMLUG00000014375,ENSMLUG00000001781,ENSMLUG00000009793,ENSMLUG00000016505,ENSMLUG00000003969,ENSMLUG00000016835,ENSMLUG00000001022,ENSMLUG00000008775,ENSMLUG00000000153,ENSMLUG00000023668,ENSMLUG00000017009,ENSMLUG00000012968,ENSMLUG00000015190,ENSMLUG00000014860,ENSMLUG00000028974,ENSMLUG00000014257,ENSMLUG00000002912,ENSMLUG00000001338,ENSMLUG00000024725,ENSMLUG00000013263,ENSMLUG00000006849,ENSMLUG00000003661,ENSMLUG00000011541,ENSMLUG00000008745,ENSMLUG00000007111,ENSMLUG00000016819,ENSMLUG00000009425,ENSMLUG00000023678,ENSMLUG00000026303,ENSMLUG00000008593,ENSMLUG00000028380,ENSMLUG00000004478,ENSMLUG00000007063,ENSMLUG00000002968,ENSMLUG00000028983,ENSMLUG00000000196,ENSMLUG00000007834,ENSMLUG00000014356,ENSMLUG00000008348,ENSMLUG00000000952,ENSMLUG00000008749,ENSMLUG00000005967,ENSMLUG00000009336,ENSMLUG00000004106,ENSMLUG00000005936,ENSMLUG00000007990,ENSMLUG00000027901,ENSMLUG00000012943,ENSMLUG00000015997
GO:0045087	innate immune response	0.000032259264898149013	0.000032259264898149013	+1	ENSMLUG00000012387,ENSMLUG00000016603,ENSMLUG00000027823,ENSMLUG00000012920,ENSMLUG00000012745,ENSMLUG00000017259,ENSMLUG00000011581,ENSMLUG00000009793,ENSMLUG00000014580,ENSMLUG00000003444,ENSMLUG00000007430,ENSMLUG00000016537,ENSMLUG00000030769,ENSMLUG00000001861,ENSMLUG00000000153,ENSMLUG00000000600,ENSMLUG00000007417,ENSMLUG00000022258,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000002912,ENSMLUG00000002533,ENSMLUG00000007189,ENSMLUG00000015097,ENSMLUG00000017618,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000001028,ENSMLUG00000011543,ENSMLUG00000002266,ENSMLUG00000002214,ENSMLUG00000008863,ENSMLUG00000004572,ENSMLUG00000008749,ENSMLUG00000011739,ENSMLUG00000016545,ENSMLUG00000013365,ENSMLUG00000004202,ENSMLUG00000004535
GO:0002696	positive regulation of leukocyte activation	0.00003957267731599803	0.00003957267731599803	+1	ENSMLUG00000003450,ENSMLUG00000027823,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003153,ENSMLUG00000014580,ENSMLUG00000003444,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000016412,ENSMLUG00000017391,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000011728,ENSMLUG00000001859
GO:0002250	adaptive immune response	0.000040334717466598065	0.000040334717466598065	+1	ENSMLUG00000016603,ENSMLUG00000027823,ENSMLUG00000009941,ENSMLUG00000014217,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000003969,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000029213,ENSMLUG00000000639,ENSMLUG00000013014,ENSMLUG00000017391,ENSMLUG00000016718,ENSMLUG00000001028,ENSMLUG00000012289,ENSMLUG00000003491,ENSMLUG00000006287,ENSMLUG00000011543
GO:0031347	regulation of defense response	0.000040366318410442706	0.000040366318410442706	+1	ENSMLUG00000012387,ENSMLUG00000016603,ENSMLUG00000012920,ENSMLUG00000012745,ENSMLUG00000014375,ENSMLUG00000009793,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000030769,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000022258,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000002912,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000002533,ENSMLUG00000008204,ENSMLUG00000007189,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000016718,ENSMLUG00000012813,ENSMLUG00000026303,ENSMLUG00000011842,ENSMLUG00000011543,ENSMLUG00000010038,ENSMLUG00000002942,ENSMLUG00000002214,ENSMLUG00000008863,ENSMLUG00000017089,ENSMLUG00000004572,ENSMLUG00000008749,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000016545
GO:0002367	cytokine production involved in immune response	0.00004196480584163332	0.00004196480584163332	+1	ENSMLUG00000012387,ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000003969,ENSMLUG00000016598,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000011728,ENSMLUG00000011842
GO:0030593	neutrophil chemotaxis	0.000055900348634184615	0.000055900348634184615	+1	ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000012668,ENSMLUG00000016835,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000004581,ENSMLUG00000002912
GO:0002237	response to molecule of bacterial origin	0.00006431271037519644	0.00006431271037519644	+1	ENSMLUG00000009941,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000000164,ENSMLUG00000007417,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000007782,ENSMLUG00000009023,ENSMLUG00000011543,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000004202,ENSMLUG00000013098
GO:0002705	positive regulation of leukocyte mediated immunity	0.00006898655121944972	0.00006898655121944972	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003153,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000004581
GO:0009617	response to bacterium	0.00008055689836872104	0.00008055689836872104	+1	ENSMLUG00000027823,ENSMLUG00000012920,ENSMLUG00000009941,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000026379,ENSMLUG00000030769,ENSMLUG00000000164,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000011444,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000013014,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000010167,ENSMLUG00000014782,ENSMLUG00000007782,ENSMLUG00000009023,ENSMLUG00000011543,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000008863,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000014338,ENSMLUG00000004202,ENSMLUG00000013098
GO:0002720	positive regulation of cytokine production involved in immune response	0.0000832118110876652	0.0000832118110876652	+1	ENSMLUG00000012387,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000016598,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000011728,ENSMLUG00000011842
GO:0032715	negative regulation of interleukin-6 production	0.00008563896333554104	0.00008563896333554104	+1	ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000002533,ENSMLUG00000017391,ENSMLUG00000017172,ENSMLUG00000010167,ENSMLUG00000001028,ENSMLUG00000011543
GO:0030099	myeloid cell differentiation	0.00009989899724532116	0.00009989899724532116	+1	ENSMLUG00000017259,ENSMLUG00000011360,ENSMLUG00000006366,ENSMLUG00000003969,ENSMLUG00000007751,ENSMLUG00000003135,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000003347,ENSMLUG00000016013,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000010517,ENSMLUG00000001420,ENSMLUG00000017391,ENSMLUG00000007100,ENSMLUG00000000285,ENSMLUG00000026303,ENSMLUG00000001028,ENSMLUG00000005802,ENSMLUG00000003729,ENSMLUG00000007782,ENSMLUG00000008210,ENSMLUG00000017195,ENSMLUG00000022840,ENSMLUG00000012714,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000016205,ENSMLUG00000009943,ENSMLUG00000005967
GO:0002758	innate immune response-activating signal transduction	0.00010354550890911881	0.00010354550890911881	+1	ENSMLUG00000012387,ENSMLUG00000012920,ENSMLUG00000012745,ENSMLUG00000007430,ENSMLUG00000030769,ENSMLUG00000007417,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000002533,ENSMLUG00000007189,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000011543,ENSMLUG00000008863,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000016545,ENSMLUG00000004535,ENSMLUG00000017610
GO:0002221	pattern recognition receptor signaling pathway	0.00010354550890911881	0.00010354550890911881	+1	ENSMLUG00000012387,ENSMLUG00000012920,ENSMLUG00000012745,ENSMLUG00000007430,ENSMLUG00000030769,ENSMLUG00000007417,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000002533,ENSMLUG00000007189,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000011543,ENSMLUG00000008863,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000016545,ENSMLUG00000004535,ENSMLUG00000017610
GO:0032680	regulation of tumor necrosis factor production	0.00011191818018871838	0.00011191818018871838	+1	ENSMLUG00000001974,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000002533,ENSMLUG00000016412,ENSMLUG00000017172,ENSMLUG00000010039,ENSMLUG00000016718,ENSMLUG00000010167,ENSMLUG00000001028,ENSMLUG00000007782,ENSMLUG00000011543,ENSMLUG00000008863,ENSMLUG00000011739
GO:0009605	response to external stimulus	0.00011899765376141589	0.00011899765376141589	+1	ENSMLUG00000012387,ENSMLUG00000003450,ENSMLUG00000027823,ENSMLUG00000012920,ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000011096,ENSMLUG00000004884,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000008558,ENSMLUG00000003153,ENSMLUG00000011581,ENSMLUG00000009793,ENSMLUG00000014580,ENSMLUG00000016505,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000026379,ENSMLUG00000024927,ENSMLUG00000016835,ENSMLUG00000009914,ENSMLUG00000030769,ENSMLUG00000000164,ENSMLUG00000000153,ENSMLUG00000005717,ENSMLUG00000009413,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000022258,ENSMLUG00000006418,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000028344,ENSMLUG00000029749,ENSMLUG00000011444,ENSMLUG00000002840,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000022206,ENSMLUG00000002533,ENSMLUG00000022385,ENSMLUG00000013014,ENSMLUG00000008204,ENSMLUG00000016412,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000016718,ENSMLUG00000012813,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000010167,ENSMLUG00000011728,ENSMLUG00000011425,ENSMLUG00000011842,ENSMLUG00000028659,ENSMLUG00000001859,ENSMLUG00000003729,ENSMLUG00000014782,ENSMLUG00000004366,ENSMLUG00000007782,ENSMLUG00000011192,ENSMLUG00000004708,ENSMLUG00000009023,ENSMLUG00000009174,ENSMLUG00000011543,ENSMLUG00000022840,ENSMLUG00000016681,ENSMLUG00000005454,ENSMLUG00000010038,ENSMLUG00000011050,ENSMLUG00000014128,ENSMLUG00000002942,ENSMLUG00000008622,ENSMLUG00000002060,ENSMLUG00000002266,ENSMLUG00000002214,ENSMLUG00000014246,ENSMLUG00000009772,ENSMLUG00000008863,ENSMLUG00000013225,ENSMLUG00000017089,ENSMLUG00000015048,ENSMLUG00000004572,ENSMLUG00000008749,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000016545,ENSMLUG00000014338,ENSMLUG00000012320,ENSMLUG00000024685,ENSMLUG00000014481,ENSMLUG00000004202,ENSMLUG00000013098,ENSMLUG00000014242,ENSMLUG00000004535,ENSMLUG00000009336
GO:0032640	tumor necrosis factor production	0.00014067235312070902	0.00014067235312070902	+1	ENSMLUG00000001974,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000002533,ENSMLUG00000016412,ENSMLUG00000017172,ENSMLUG00000010039,ENSMLUG00000016718,ENSMLUG00000010167,ENSMLUG00000001028,ENSMLUG00000007782,ENSMLUG00000011543,ENSMLUG00000008863,ENSMLUG00000011739
GO:0031349	positive regulation of defense response	0.00015651966412686847	0.00015651966412686847	+1	ENSMLUG00000012387,ENSMLUG00000016603,ENSMLUG00000012920,ENSMLUG00000012745,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000030769,ENSMLUG00000000153,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000002912,ENSMLUG00000015855,ENSMLUG00000002533,ENSMLUG00000008204,ENSMLUG00000007189,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000016718,ENSMLUG00000012813,ENSMLUG00000026303,ENSMLUG00000011543,ENSMLUG00000008863,ENSMLUG00000017089,ENSMLUG00000004572,ENSMLUG00000008749,ENSMLUG00000011739,ENSMLUG00000016545
GO:0042088	T-helper 1 type immune response	0.00015947216449533895	0.00015947216449533895	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000029213,ENSMLUG00000000639,ENSMLUG00000013014,ENSMLUG00000016718
