geneID,length
ENSMLUT00000006069,5437
ENSMLUT00000006060,2513
ENSMLUT00000006053,1266
ENSMLUT00000006054,1038
ENSMLUT00000006057,627
ENSMLUT00000006063,3063
ENSMLUT00000006056,954
ENSMLUT00000006065,2061
ENSMLUT00000006064,2013
ENSMLUT00000006061,4548
ENSMLUT00000006059,474
ENSMLUT00000006058,294
ENSMLUT00000006071,861
ENSMLUT00000006068,1448
ENSMLUT00000006062,135
ENSMLUT00000006066,831
ENSMLUT00000006078,1275
ENSMLUT00000006067,1122
ENSMLUT00000006070,1215
ENSMLUT00000006076,1910
ENSMLUT00000006090,252
ENSMLUT00000006072,927
ENSMLUT00000006075,420
ENSMLUT00000006096,1466
ENSMLUT00000006092,795
ENSMLUT00000006087,2133
ENSMLUT00000006081,561
ENSMLUT00000006084,483
ENSMLUT00000006082,345
ENSMLUT00000006089,798
ENSMLUT00000006091,939
ENSMLUT00000006093,6961
ENSMLUT00000006099,2187
ENSMLUT00000006097,1476
ENSMLUT00000006098,1113
ENSMLUT00000006101,1737
ENSMLUT00000006100,948
ENSMLUT00000006102,1376
ENSMLUT00000006115,5568
ENSMLUT00000006111,4077
ENSMLUT00000006106,630
ENSMLUT00000006105,366
ENSMLUT00000006123,4327
ENSMLUT00000006108,2412
ENSMLUT00000024669,2238
ENSMLUT00000028457,2241
ENSMLUT00000030552,2202
ENSMLUT00000006110,1176
ENSMLUT00000006114,960
ENSMLUT00000006125,1866
ENSMLUT00000006116,1203
ENSMLUT00000006113,597
ENSMLUT00000006120,1560
ENSMLUT00000006144,7881
ENSMLUT00000006118,684
ENSMLUT00000026815,690
ENSMLUT00000006122,744
ENSMLUT00000006119,591
ENSMLUT00000006121,735
ENSMLUT00000006126,1306
ENSMLUT00000006127,2358
ENSMLUT00000006124,2328
ENSMLUT00000006133,2476
ENSMLUT00000006128,957
ENSMLUT00000006145,6780
ENSMLUT00000006130,1350
ENSMLUT00000006146,2982
ENSMLUT00000006129,3267
ENSMLUT00000025118,1665
ENSMLUT00000006142,1497
ENSMLUT00000026312,1905
ENSMLUT00000006131,1710
ENSMLUT00000006135,1047
ENSMLUT00000006138,1689
ENSMLUT00000006134,1314
ENSMLUT00000006137,537
ENSMLUT00000006147,3203
ENSMLUT00000006141,2853
ENSMLUT00000006139,717
ENSMLUT00000006143,505
ENSMLUT00000006140,552
ENSMLUT00000006148,672
ENSMLUT00000006158,3582
ENSMLUT00000006153,2328
ENSMLUT00000006151,1701
ENSMLUT00000006150,1026
ENSMLUT00000006169,5073
ENSMLUT00000006156,2241
ENSMLUT00000006152,618
ENSMLUT00000006173,3498
ENSMLUT00000006155,308
ENSMLUT00000006160,2406
ENSMLUT00000006166,1689
ENSMLUT00000006164,1821
ENSMLUT00000006157,3291
ENSMLUT00000006154,930
ENSMLUT00000006176,3534
ENSMLUT00000006159,792
ENSMLUT00000006165,1737
ENSMLUT00000006161,789
ENSMLUT00000006180,1737
ENSMLUT00000006174,1269
ENSMLUT00000006162,960
ENSMLUT00000006172,2109
ENSMLUT00000006163,168
ENSMLUT00000006171,1263
ENSMLUT00000006191,4464
ENSMLUT00000029870,4335
ENSMLUT00000006167,315
ENSMLUT00000006170,570
ENSMLUT00000006168,240
ENSMLUT00000006185,2706
ENSMLUT00000006179,1050
ENSMLUT00000006195,1830
ENSMLUT00000006184,2331
ENSMLUT00000006177,2931
ENSMLUT00000006175,1077
ENSMLUT00000006178,1623
ENSMLUT00000006202,9852
ENSMLUT00000006182,786
ENSMLUT00000006196,4887
ENSMLUT00000006186,1578
ENSMLUT00000006193,2157
ENSMLUT00000006187,717
ENSMLUT00000006206,4338
ENSMLUT00000006188,960
ENSMLUT00000006189,1593
ENSMLUT00000006190,1504
ENSMLUT00000006194,1410
ENSMLUT00000006192,972
ENSMLUT00000006197,1314
ENSMLUT00000006208,2712
ENSMLUT00000006201,1107
ENSMLUT00000006199,378
ENSMLUT00000006198,906
ENSMLUT00000006204,1833
ENSMLUT00000006213,1443
ENSMLUT00000006209,2250
ENSMLUT00000006219,1719
ENSMLUT00000006205,252
ENSMLUT00000006207,255
ENSMLUT00000006221,1803
ENSMLUT00000006210,306
ENSMLUT00000006222,1509
ENSMLUT00000006224,3584
ENSMLUT00000006211,796
ENSMLUT00000006212,966
ENSMLUT00000006215,1660
ENSMLUT00000006216,228
ENSMLUT00000006240,4941
ENSMLUT00000006218,1353
ENSMLUT00000006214,303
ENSMLUT00000006225,1794
ENSMLUT00000006245,4499
ENSMLUT00000006226,1785
ENSMLUT00000006227,1110
ENSMLUT00000006247,2895
ENSMLUT00000006232,1791
ENSMLUT00000006238,2808
ENSMLUT00000006236,2028
ENSMLUT00000006233,933
ENSMLUT00000006246,972
ENSMLUT00000006235,312
ENSMLUT00000006239,1365
ENSMLUT00000006242,1344
ENSMLUT00000006237,672
ENSMLUT00000006243,822
ENSMLUT00000006241,306
ENSMLUT00000006244,817
ENSMLUT00000006260,3423
ENSMLUT00000006255,2764
ENSMLUT00000006278,5466
ENSMLUT00000006250,644
ENSMLUT00000006248,1428
ENSMLUT00000006262,2069
ENSMLUT00000006254,1776
ENSMLUT00000006259,1104
ENSMLUT00000006253,1941
ENSMLUT00000006274,3684
ENSMLUT00000006269,1518
ENSMLUT00000026545,1419
ENSMLUT00000028222,1545
ENSMLUT00000006263,675
ENSMLUT00000006268,3354
ENSMLUT00000006266,2982
ENSMLUT00000006277,1368
ENSMLUT00000006273,2016
ENSMLUT00000006267,1251
ENSMLUT00000006271,1941
ENSMLUT00000006280,5028
ENSMLUT00000006270,1341
ENSMLUT00000006272,495
ENSMLUT00000006283,1098
ENSMLUT00000006284,3882
ENSMLUT00000006275,276
ENSMLUT00000006299,5532
ENSMLUT00000006279,1068
ENSMLUT00000006276,1230
ENSMLUT00000012466,816
ENSMLUT00000006281,444
ENSMLUT00000006285,1656
ENSMLUT00000006298,2676
ENSMLUT00000006287,1053
ENSMLUT00000006294,2295
ENSMLUT00000006286,1050
ENSMLUT00000006292,1692
ENSMLUT00000023754,1695
ENSMLUT00000006291,1089
ENSMLUT00000006295,1206
ENSMLUT00000006293,204
ENSMLUT00000024467,195
ENSMLUT00000006296,1377
ENSMLUT00000006300,921
ENSMLUT00000006297,897
ENSMLUT00000006308,3346
ENSMLUT00000006301,3072
ENSMLUT00000006305,1356
ENSMLUT00000006302,1269
ENSMLUT00000006309,1533
ENSMLUT00000006303,1227
ENSMLUT00000006307,876
ENSMLUT00000006306,279
ENSMLUT00000006313,639
ENSMLUT00000006316,3024
ENSMLUT00000006311,1860
ENSMLUT00000006315,1182
ENSMLUT00000006322,2589
ENSMLUT00000031194,3255
ENSMLUT00000006320,879
ENSMLUT00000023557,885
ENSMLUT00000024951,879
ENSMLUT00000027498,879
ENSMLUT00000006310,2274
ENSMLUT00000006312,1251
ENSMLUT00000006314,1524
ENSMLUT00000006382,5520
ENSMLUT00000006323,732
ENSMLUT00000006317,741
ENSMLUT00000006354,8529
ENSMLUT00000006341,3009
ENSMLUT00000006332,3975
ENSMLUT00000023314,2457
ENSMLUT00000006329,1902
ENSMLUT00000006324,1101
ENSMLUT00000006325,384
ENSMLUT00000006321,819
ENSMLUT00000006328,1003
ENSMLUT00000006338,3774
ENSMLUT00000006326,348
ENSMLUT00000006330,1362
ENSMLUT00000006336,3654
ENSMLUT00000006331,969
ENSMLUT00000006333,1357
ENSMLUT00000006337,969
ENSMLUT00000006334,918
ENSMLUT00000006335,1269
ENSMLUT00000006339,1023
ENSMLUT00000006342,2109
ENSMLUT00000006343,1002
ENSMLUT00000006350,1674
ENSMLUT00000006344,1413
ENSMLUT00000006349,2418
ENSMLUT00000006347,1533
ENSMLUT00000006346,672
ENSMLUT00000006348,1623
ENSMLUT00000006345,1095
ENSMLUT00000006351,1054
ENSMLUT00000006365,14298
ENSMLUT00000006353,990
ENSMLUT00000006356,3270
ENSMLUT00000006359,1056
ENSMLUT00000006361,1131
ENSMLUT00000006357,525
ENSMLUT00000006366,846
ENSMLUT00000006358,954
ENSMLUT00000006371,3046
ENSMLUT00000006355,939
ENSMLUT00000006360,1531
ENSMLUT00000006362,1341
ENSMLUT00000006376,2664
ENSMLUT00000006363,636
ENSMLUT00000006364,1353
ENSMLUT00000006374,1746
ENSMLUT00000006368,1365
ENSMLUT00000006370,1857
ENSMLUT00000023684,486
ENSMLUT00000006426,14730
ENSMLUT00000006380,747
ENSMLUT00000006378,852
ENSMLUT00000006381,1458
ENSMLUT00000006384,996
ENSMLUT00000026865,1188
ENSMLUT00000006383,1191
ENSMLUT00000006393,2529
ENSMLUT00000006402,3732
ENSMLUT00000006386,774
ENSMLUT00000006387,555
ENSMLUT00000006392,1929
ENSMLUT00000006389,1669
ENSMLUT00000006397,2526
ENSMLUT00000006395,1815
ENSMLUT00000006390,1572
ENSMLUT00000006407,3870
ENSMLUT00000006394,1060
ENSMLUT00000006406,741
ENSMLUT00000028524,892
ENSMLUT00000006403,3440
ENSMLUT00000006400,1290
ENSMLUT00000006396,1479
ENSMLUT00000006398,984
ENSMLUT00000006401,789
ENSMLUT00000006404,789
ENSMLUT00000006408,2388
ENSMLUT00000006421,2652
ENSMLUT00000006409,1923
ENSMLUT00000006410,960
ENSMLUT00000006413,1506
ENSMLUT00000006416,1179
ENSMLUT00000006415,2667
ENSMLUT00000006430,3528
ENSMLUT00000006411,969
ENSMLUT00000006420,1044
ENSMLUT00000006417,1272
ENSMLUT00000006432,2562
ENSMLUT00000006414,822
ENSMLUT00000006419,1515
ENSMLUT00000006422,267
ENSMLUT00000006418,264
ENSMLUT00000006441,3648
ENSMLUT00000006423,450
ENSMLUT00000006427,1128
ENSMLUT00000000286,1002
ENSMLUT00000006424,897
ENSMLUT00000006428,1023
ENSMLUT00000006449,2928
ENSMLUT00000006431,1620
ENSMLUT00000006438,2037
ENSMLUT00000006434,1032
ENSMLUT00000006433,873
ENSMLUT00000006446,5691
ENSMLUT00000006437,2300
ENSMLUT00000006436,279
ENSMLUT00000006439,2589
ENSMLUT00000006435,780
ENSMLUT00000006444,2211
ENSMLUT00000006440,234
ENSMLUT00000006463,6060
ENSMLUT00000006442,1026
ENSMLUT00000006443,528
ENSMLUT00000006452,1659
ENSMLUT00000006448,2868
ENSMLUT00000006451,1365
ENSMLUT00000006454,1896
ENSMLUT00000006447,1476
ENSMLUT00000006459,1413
ENSMLUT00000006450,312
ENSMLUT00000006456,1563
ENSMLUT00000006453,453
ENSMLUT00000006466,879
ENSMLUT00000006455,519
ENSMLUT00000006457,393
ENSMLUT00000006458,204
ENSMLUT00000006462,960
ENSMLUT00000006460,1239
ENSMLUT00000006468,1432
ENSMLUT00000006478,3426
ENSMLUT00000006465,942
ENSMLUT00000006471,2541
ENSMLUT00000025340,2628
ENSMLUT00000006472,435
ENSMLUT00000006474,1206
ENSMLUT00000006473,1140
ENSMLUT00000006475,528
ENSMLUT00000006476,846
ENSMLUT00000006477,762
ENSMLUT00000006480,1509
ENSMLUT00000006481,1533
ENSMLUT00000006486,930
ENSMLUT00000006487,2529
ENSMLUT00000006479,432
ENSMLUT00000006485,891
ENSMLUT00000006491,2184
ENSMLUT00000006482,369
ENSMLUT00000006490,1621
ENSMLUT00000006488,1176
ENSMLUT00000006492,702
ENSMLUT00000006500,5298
ENSMLUT00000006493,1592
ENSMLUT00000006502,2532
ENSMLUT00000006503,5175
ENSMLUT00000006495,1311
ENSMLUT00000006549,13320
ENSMLUT00000006498,1086
ENSMLUT00000006496,1311
ENSMLUT00000006497,336
ENSMLUT00000006494,2808
ENSMLUT00000006506,3228
ENSMLUT00000006510,2536
ENSMLUT00000006505,1758
ENSMLUT00000006501,501
ENSMLUT00000006512,1311
ENSMLUT00000006508,1143
ENSMLUT00000025082,1146
ENSMLUT00000006516,3288
ENSMLUT00000006524,7362
ENSMLUT00000006507,741
ENSMLUT00000006556,6690
ENSMLUT00000006509,813
ENSMLUT00000006513,2358
ENSMLUT00000006514,1107
ENSMLUT00000006517,1617
ENSMLUT00000006523,1476
ENSMLUT00000029461,1443
ENSMLUT00000030857,1362
ENSMLUT00000006522,1575
ENSMLUT00000006518,786
ENSMLUT00000006521,684
ENSMLUT00000006530,2052
ENSMLUT00000006527,996
ENSMLUT00000006543,3261
ENSMLUT00000006528,264
ENSMLUT00000006533,1020
ENSMLUT00000006529,618
ENSMLUT00000006534,303
ENSMLUT00000006531,966
ENSMLUT00000006536,363
ENSMLUT00000006540,5595
ENSMLUT00000006537,708
ENSMLUT00000006539,711
ENSMLUT00000006545,1755
ENSMLUT00000006544,1053
ENSMLUT00000026256,1059
ENSMLUT00000006535,507
ENSMLUT00000006547,933
ENSMLUT00000006564,1605
ENSMLUT00000006560,1344
ENSMLUT00000006559,2022
ENSMLUT00000006553,612
ENSMLUT00000006566,2364
ENSMLUT00000006563,390
ENSMLUT00000006558,282
ENSMLUT00000006625,2328
ENSMLUT00000006565,372
ENSMLUT00000006562,1260
ENSMLUT00000006586,4291
ENSMLUT00000006590,5544
ENSMLUT00000006569,1872
ENSMLUT00000006576,3102
ENSMLUT00000006568,522
ENSMLUT00000006575,2016
ENSMLUT00000006572,1338
ENSMLUT00000006571,408
ENSMLUT00000006567,498
ENSMLUT00000006579,4191
ENSMLUT00000006573,850
ENSMLUT00000006574,1119
ENSMLUT00000006602,2085
ENSMLUT00000006580,747
ENSMLUT00000006578,1023
ENSMLUT00000006581,1512
ENSMLUT00000006577,549
ENSMLUT00000006591,1617
ENSMLUT00000006614,2697
ENSMLUT00000006628,4239
ENSMLUT00000006584,603
ENSMLUT00000006589,1941
ENSMLUT00000006585,1527
ENSMLUT00000006601,2724
ENSMLUT00000006582,630
ENSMLUT00000006593,1323
ENSMLUT00000006594,1692
ENSMLUT00000006587,1671
ENSMLUT00000006603,1479
ENSMLUT00000006600,726
ENSMLUT00000006611,2055
ENSMLUT00000006613,2969
ENSMLUT00000006596,1122
ENSMLUT00000006620,2443
ENSMLUT00000006588,1053
ENSMLUT00000006592,1056
ENSMLUT00000006599,1212
ENSMLUT00000006626,5529
ENSMLUT00000006595,1824
ENSMLUT00000006598,444
ENSMLUT00000006606,2106
ENSMLUT00000006619,1878
ENSMLUT00000006608,1122
ENSMLUT00000006624,3591
ENSMLUT00000006605,456
ENSMLUT00000006604,981
ENSMLUT00000006609,1185
ENSMLUT00000006610,1344
ENSMLUT00000006651,4557
ENSMLUT00000006622,2181
ENSMLUT00000006631,1917
ENSMLUT00000006621,303
ENSMLUT00000006623,1377
ENSMLUT00000006635,3741
ENSMLUT00000006616,660
ENSMLUT00000006615,507
ENSMLUT00000006648,2655
ENSMLUT00000006641,1950
ENSMLUT00000006627,1764
ENSMLUT00000006629,1392
ENSMLUT00000006634,1035
ENSMLUT00000006638,4728
ENSMLUT00000006632,1128
ENSMLUT00000006639,2699
ENSMLUT00000006630,843
ENSMLUT00000006663,3267
ENSMLUT00000006636,1216
ENSMLUT00000006662,2817
ENSMLUT00000006643,2004
ENSMLUT00000006652,2118
ENSMLUT00000006644,954
ENSMLUT00000006642,642
ENSMLUT00000006659,3504
ENSMLUT00000006649,1704
ENSMLUT00000006654,1134
ENSMLUT00000006655,4479
ENSMLUT00000006653,1307
ENSMLUT00000006672,1317
ENSMLUT00000006660,1635
ENSMLUT00000006657,681
ENSMLUT00000006647,729
ENSMLUT00000006650,852
ENSMLUT00000006668,2184
ENSMLUT00000006677,2727
ENSMLUT00000006656,2520
ENSMLUT00000006667,1575
ENSMLUT00000006664,882
ENSMLUT00000029380,999
ENSMLUT00000006685,2964
ENSMLUT00000006678,2787
ENSMLUT00000029178,2685
ENSMLUT00000006658,936
ENSMLUT00000006700,1233
ENSMLUT00000006661,1182
ENSMLUT00000006693,6069
ENSMLUT00000006701,4596
ENSMLUT00000006670,1059
ENSMLUT00000006686,3246
ENSMLUT00000006666,1383
ENSMLUT00000006674,1953
ENSMLUT00000006669,624
ENSMLUT00000006684,1060
ENSMLUT00000006683,2254
ENSMLUT00000006695,4263
ENSMLUT00000006680,894
ENSMLUT00000006697,1566
ENSMLUT00000006675,213
ENSMLUT00000006682,747
ENSMLUT00000006702,2667
ENSMLUT00000006712,2541
ENSMLUT00000006687,1165
ENSMLUT00000006676,1428
ENSMLUT00000006692,1529
ENSMLUT00000006694,1098
ENSMLUT00000006741,4821
ENSMLUT00000006708,2392
ENSMLUT00000006714,3726
ENSMLUT00000006689,1386
ENSMLUT00000006690,684
ENSMLUT00000006696,594
ENSMLUT00000006711,2451
ENSMLUT00000006703,918
ENSMLUT00000006704,381
ENSMLUT00000006709,756
ENSMLUT00000006698,762
ENSMLUT00000006699,1260
ENSMLUT00000006719,2919
ENSMLUT00000006710,1722
ENSMLUT00000022459,1683
ENSMLUT00000006707,1281
ENSMLUT00000006713,1398
ENSMLUT00000006706,1284
ENSMLUT00000006725,2661
ENSMLUT00000006717,546
ENSMLUT00000006722,1293
ENSMLUT00000006745,1500
ENSMLUT00000006726,1794
ENSMLUT00000024457,1770
ENSMLUT00000006775,4662
ENSMLUT00000006727,1350
ENSMLUT00000006716,1776
ENSMLUT00000006732,1203
ENSMLUT00000006720,765
ENSMLUT00000006723,804
ENSMLUT00000006733,3033
ENSMLUT00000006731,1044
ENSMLUT00000006743,2572
ENSMLUT00000006958,4125
ENSMLUT00000006721,2517
ENSMLUT00000006724,738
ENSMLUT00000006762,2901
ENSMLUT00000006728,522
ENSMLUT00000006758,3708
ENSMLUT00000006738,633
ENSMLUT00000006735,1023
ENSMLUT00000006739,2088
ENSMLUT00000006755,3267
ENSMLUT00000006736,1095
ENSMLUT00000006756,2673
ENSMLUT00000006746,1692
ENSMLUT00000006729,1593
ENSMLUT00000006748,2175
ENSMLUT00000006734,1023
ENSMLUT00000006737,444
ENSMLUT00000006742,1104
ENSMLUT00000006740,636
ENSMLUT00000006754,3465
ENSMLUT00000006744,546
ENSMLUT00000006751,930
ENSMLUT00000006777,1722
ENSMLUT00000006778,3300
ENSMLUT00000006749,1172
ENSMLUT00000006747,813
ENSMLUT00000006766,1281
ENSMLUT00000006765,1509
ENSMLUT00000006813,9402
ENSMLUT00000006759,294
ENSMLUT00000006773,1515
ENSMLUT00000006750,618
ENSMLUT00000006771,843
ENSMLUT00000006757,1131
ENSMLUT00000006764,675
ENSMLUT00000006753,966
ENSMLUT00000006792,3504
ENSMLUT00000006768,1086
ENSMLUT00000006772,1296
ENSMLUT00000026859,1296
ENSMLUT00000006760,267
ENSMLUT00000006767,1436
ENSMLUT00000006800,5803
ENSMLUT00000006889,16809
ENSMLUT00000006770,585
ENSMLUT00000006769,270
ENSMLUT00000006797,1878
ENSMLUT00000006787,1851
ENSMLUT00000006789,2913
ENSMLUT00000006790,2133
ENSMLUT00000006796,2565
ENSMLUT00000006780,375
ENSMLUT00000006782,1620
ENSMLUT00000026109,1662
ENSMLUT00000006806,3111
ENSMLUT00000006783,345
ENSMLUT00000006779,1335
ENSMLUT00000006784,2067
ENSMLUT00000006781,762
ENSMLUT00000006785,549
ENSMLUT00000006802,891
ENSMLUT00000006786,2301
ENSMLUT00000006793,1005
ENSMLUT00000006822,3771
ENSMLUT00000006817,2919
ENSMLUT00000006801,876
ENSMLUT00000006803,567
ENSMLUT00000006798,4533
ENSMLUT00000006788,186
ENSMLUT00000006799,732
ENSMLUT00000006795,1335
ENSMLUT00000006794,402
ENSMLUT00000006819,2646
ENSMLUT00000006834,3390
ENSMLUT00000006804,1131
ENSMLUT00000006823,1656
ENSMLUT00000006805,951
ENSMLUT00000006825,3306
ENSMLUT00000006814,846
ENSMLUT00000006838,3405
ENSMLUT00000006809,495
ENSMLUT00000006821,1677
ENSMLUT00000006808,1470
ENSMLUT00000006833,2421
ENSMLUT00000006811,771
ENSMLUT00000006820,1083
ENSMLUT00000028194,1107
ENSMLUT00000006831,1140
ENSMLUT00000006818,822
ENSMLUT00000006880,1091
ENSMLUT00000006829,936
ENSMLUT00000006826,1260
ENSMLUT00000006832,1704
ENSMLUT00000006824,1848
ENSMLUT00000006835,765
ENSMLUT00000006827,525
ENSMLUT00000006828,675
ENSMLUT00000006830,291
ENSMLUT00000006848,3210
ENSMLUT00000006841,2136
ENSMLUT00000006847,2246
ENSMLUT00000006855,342
ENSMLUT00000006842,495
ENSMLUT00000006837,894
ENSMLUT00000006836,1007
ENSMLUT00000006840,1639
ENSMLUT00000006845,1122
ENSMLUT00000006864,2328
ENSMLUT00000006846,1188
ENSMLUT00000006839,624
ENSMLUT00000006856,1728
ENSMLUT00000006852,636
ENSMLUT00000006862,1932
ENSMLUT00000006851,4083
ENSMLUT00000006924,10611
ENSMLUT00000006849,1659
ENSMLUT00000006870,2622
ENSMLUT00000006895,5361
ENSMLUT00000006853,357
ENSMLUT00000006899,4908
ENSMLUT00000006860,768
ENSMLUT00000006861,432
ENSMLUT00000006874,2283
ENSMLUT00000006868,900
ENSMLUT00000006863,1035
ENSMLUT00000029343,1041
ENSMLUT00000006867,1098
ENSMLUT00000006882,1785
ENSMLUT00000006858,1608
ENSMLUT00000006865,498
ENSMLUT00000006906,6006
ENSMLUT00000006886,1194
ENSMLUT00000006887,4755
ENSMLUT00000006866,915
ENSMLUT00000006875,1131
ENSMLUT00000006871,423
ENSMLUT00000006872,558
ENSMLUT00000006877,564
ENSMLUT00000006885,1479
ENSMLUT00000006890,1839
ENSMLUT00000006883,1083
ENSMLUT00000006884,1113
ENSMLUT00000006897,987
ENSMLUT00000006881,1293
ENSMLUT00000006907,1374
ENSMLUT00000006891,810
ENSMLUT00000006905,1678
ENSMLUT00000006896,519
ENSMLUT00000006903,1749
ENSMLUT00000006894,870
ENSMLUT00000006892,378
ENSMLUT00000022346,432
ENSMLUT00000006898,696
ENSMLUT00000006893,300
ENSMLUT00000006900,1827
ENSMLUT00000006940,5199
ENSMLUT00000025732,4761
ENSMLUT00000006925,3144
ENSMLUT00000006902,2001
ENSMLUT00000006904,1089
ENSMLUT00000006920,5226
ENSMLUT00000006910,2142
ENSMLUT00000006911,1386
ENSMLUT00000006912,1107
ENSMLUT00000006934,2745
ENSMLUT00000006908,312
ENSMLUT00000006927,1059
ENSMLUT00000006922,1886
ENSMLUT00000006939,4956
ENSMLUT00000006926,1611
ENSMLUT00000006916,525
ENSMLUT00000006933,3510
ENSMLUT00000006921,1902
ENSMLUT00000006931,2064
ENSMLUT00000006918,1083
ENSMLUT00000006946,3222
ENSMLUT00000006914,486
ENSMLUT00000006917,396
ENSMLUT00000006930,3000
ENSMLUT00000006973,6564
ENSMLUT00000006942,1773
ENSMLUT00000006937,2487
ENSMLUT00000006971,5259
ENSMLUT00000006929,1284
ENSMLUT00000006948,2253
ENSMLUT00000006923,1281
ENSMLUT00000006938,1095
ENSMLUT00000006936,1101
ENSMLUT00000006935,708
ENSMLUT00000006947,456
ENSMLUT00000006944,1305
ENSMLUT00000006943,384
ENSMLUT00000006998,4935
ENSMLUT00000006955,1791
ENSMLUT00000006949,687
ENSMLUT00000006957,1362
ENSMLUT00000006945,1854
ENSMLUT00000006954,339
ENSMLUT00000007020,5568
ENSMLUT00000006951,567
ENSMLUT00000006970,4560
ENSMLUT00000006968,2217
ENSMLUT00000006950,1008
ENSMLUT00000006969,1272
ENSMLUT00000006952,666
ENSMLUT00000006953,930
ENSMLUT00000006979,3510
ENSMLUT00000006964,495
ENSMLUT00000006956,375
ENSMLUT00000006959,488
ENSMLUT00000006978,6195
ENSMLUT00000006989,852
ENSMLUT00000006974,5112
ENSMLUT00000006991,8106
ENSMLUT00000006972,1329
ENSMLUT00000007003,1809
ENSMLUT00000006963,180
ENSMLUT00000006962,441
ENSMLUT00000006975,900
ENSMLUT00000006986,2342
ENSMLUT00000007011,3597
ENSMLUT00000006977,624
ENSMLUT00000006984,1065
ENSMLUT00000006985,1125
ENSMLUT00000006990,2154
ENSMLUT00000006983,1335
ENSMLUT00000027197,1371
ENSMLUT00000006981,1110
ENSMLUT00000006997,1020
ENSMLUT00000006988,2187
ENSMLUT00000006996,3143
ENSMLUT00000006987,1875
ENSMLUT00000007021,4446
ENSMLUT00000006994,771
ENSMLUT00000007000,1128
ENSMLUT00000006992,951
ENSMLUT00000007051,4632
ENSMLUT00000006995,495
ENSMLUT00000007030,2262
ENSMLUT00000007008,1038
ENSMLUT00000007001,516
ENSMLUT00000007040,3099
ENSMLUT00000007002,660
ENSMLUT00000007015,795
ENSMLUT00000007025,1692
ENSMLUT00000007026,2187
ENSMLUT00000007006,852
ENSMLUT00000007007,267
ENSMLUT00000007033,2190
ENSMLUT00000007013,615
ENSMLUT00000007004,723
ENSMLUT00000007014,1290
ENSMLUT00000007016,1125
ENSMLUT00000007019,546
ENSMLUT00000007048,1374
ENSMLUT00000007009,636
ENSMLUT00000007010,945
ENSMLUT00000007018,399
ENSMLUT00000007017,2112
ENSMLUT00000007037,1311
ENSMLUT00000007027,552
ENSMLUT00000007023,525
ENSMLUT00000007032,984
ENSMLUT00000007022,870
ENSMLUT00000007055,4125
ENSMLUT00000007035,1306
ENSMLUT00000007028,621
ENSMLUT00000007044,1311
ENSMLUT00000007024,1020
ENSMLUT00000007031,381
ENSMLUT00000028918,384
ENSMLUT00000007036,639
ENSMLUT00000007049,2988
ENSMLUT00000007043,1320
ENSMLUT00000007076,13743
ENSMLUT00000007050,1263
ENSMLUT00000007068,4263
ENSMLUT00000007041,1944
ENSMLUT00000007047,1131
ENSMLUT00000007042,552
ENSMLUT00000007034,1740
ENSMLUT00000007045,1248
ENSMLUT00000007079,4035
ENSMLUT00000007073,2427
ENSMLUT00000007053,1161
ENSMLUT00000007065,849
ENSMLUT00000007067,741
ENSMLUT00000007058,3027
ENSMLUT00000007078,1803
ENSMLUT00000007070,1260
ENSMLUT00000007071,165
ENSMLUT00000007056,963
ENSMLUT00000007063,816
ENSMLUT00000007061,1851
ENSMLUT00000007057,1923
ENSMLUT00000007092,3198
ENSMLUT00000007059,423
ENSMLUT00000007087,1026
ENSMLUT00000007074,705
ENSMLUT00000007096,2523
ENSMLUT00000007069,687
ENSMLUT00000023917,840
ENSMLUT00000007086,2076
ENSMLUT00000007081,807
ENSMLUT00000007091,1560
ENSMLUT00000007080,948
ENSMLUT00000007082,744
ENSMLUT00000007083,1134
ENSMLUT00000007088,1437
ENSMLUT00000007144,5049
ENSMLUT00000007094,726
ENSMLUT00000025068,471
ENSMLUT00000007105,1266
ENSMLUT00000007097,2637
ENSMLUT00000007085,417
ENSMLUT00000007117,3126
ENSMLUT00000007101,840
ENSMLUT00000007095,1188
ENSMLUT00000007093,1266
ENSMLUT00000007100,666
ENSMLUT00000007099,1422
ENSMLUT00000007102,1158
ENSMLUT00000007140,4620
ENSMLUT00000007107,1875
ENSMLUT00000007113,3642
ENSMLUT00000007137,4149
ENSMLUT00000007098,641
ENSMLUT00000007110,1077
ENSMLUT00000007119,1941
ENSMLUT00000007111,1029
ENSMLUT00000007122,1035
ENSMLUT00000007106,2337
ENSMLUT00000007104,315
ENSMLUT00000007108,726
ENSMLUT00000007114,921
ENSMLUT00000007118,1002
ENSMLUT00000007133,3852
ENSMLUT00000007121,1101
ENSMLUT00000007130,6207
ENSMLUT00000007138,2910
ENSMLUT00000007128,639
ENSMLUT00000007123,1143
ENSMLUT00000007120,936
ENSMLUT00000007124,780
ENSMLUT00000007131,1479
ENSMLUT00000007126,1155
ENSMLUT00000007132,447
ENSMLUT00000007136,1605
ENSMLUT00000007152,5193
ENSMLUT00000028600,939
ENSMLUT00000007160,6933
ENSMLUT00000007134,1260
ENSMLUT00000007155,2517
ENSMLUT00000007135,524
ENSMLUT00000007161,2160
ENSMLUT00000007145,1701
ENSMLUT00000007149,2205
ENSMLUT00000027504,2054
ENSMLUT00000007139,765
ENSMLUT00000022426,768
ENSMLUT00000007142,987
ENSMLUT00000007146,504
ENSMLUT00000007151,1401
